exam_id,exam_kind,subject_code,exam_num,exam_question,exam_division,exam_choice1,exam_choice2,exam_choice3,exam_choice4,exam_choice5,exam_answer,exam_content,insert_date
616,202003,BIO,16,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. a는 감염성 질병이다. ᄂ. ᄂ은 AIDS의 병원체이다. ᄃ. ᄀ과 ᄂ은 모두 단백질을 갖는다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"결핵의 병원체는 세균이고, 후천성 면역 결핍증(AIDS)의 병원체는 바이러스이다. ",now()
617,202003,BIO,17,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. ᄀ은 연합 뉴런이다. ᄂ. ᄂ은 후근을 통해 나온다. ᄃ. 이 반사의 조절 중추는 척수이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에서 H의 DNA 상대량이 4이므로 (가)는 감수 1분열 중기의 세포이다. H의 DNA 상대량이 4이고, t의 DNA 상대량이 2이므로 이 사람의 a에 대한 유전자형은 HHTt 이다.",now()
618,202003,BIO,18,"그림은 사람 몸에 있는 각 기관계의 통합적 작용을 나타낸 것이다. A와 B는 각각 소화계와 호흡계 중 하나이다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보기>
ᄀ. A는 호흡계이다. ᄃ. 글루카곤은 순환계를 통해 표적 기관으로 운반된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,혈중 항이뇨 호르몬 농도가 높을수록 오줌의 삼투압은 증가하고 단위 시간당 오줌 생 성량은 감소한다.,now()
619,202003,BIO,19,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. ᄀ은 보조 T 림프구이다. ᄂ. 구간 I에서 형질 세포로부터 항체가 생성되었다. ᄃ. 구간 II에는 X에 대한 기억 세포가 있다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,ᄀ. ᄀ은 감각 뉴런을 통해 들어온 정보를 통합하여 운동 뉴런에 명령을 전달하는 연합 뉴런이다.,now()
620,202003,BIO,20,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이는 고려하지 않는다.) 
<보 기> 
ᄀ. (가)는 갈색이다. ᄂ. ᄀ에는 유전자형이 BB인 개체가 있다. ᄃ. ᄂ에서 a의 개체와 b의 개체를 교배하여 자손(F2)을 
1 얻을때, 이자손의종자껍질색이황색일확률은 4 이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. O를 받아들이고, CO를 내보내는 기관계인 A는 호흡계이다.",now()
621,202004,BIO,1,"다음은 식물 세포의 세포 소기관에 대한 자료이다. (가)와 (나)는 각각 미토콘드리아와 엽록체 중 하나이다. 
◦ (가)에서 ᄀ 광합성이 일어난다. ◦(나)에서 ᄂ세포 호흡이 일어난다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
ᄀ. (가)는 엽록체이다. ᄂ. (나)에서 이화 작용이 일어난다. ᄃ. ᄀ과 ᄂ에서 모두 효소가 이용된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. 광합성이 일어나는 (가)는 엽록체이고, 세포 호흡이 일어나는 (나)는 미토콘드리아이다.",now()
622,202004,BIO,2,"표는생명체에있는물질의예를나타낸것이다. A와 B는 각각 탄수화물과 핵산 중 하나이다. 이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. A는 탄수화물이다. ᄂ. B의 기본 단위는 아미노산이다. ᄃ. 스테로이드는 지질의 예에 해당한다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,"과당과 엿당은 모두 탄수화물에 속하고, DNA와 RNA는 모두 핵산에 속한다. ",now()
623,202004,BIO,3,"그림은같은종인동물(2n=?)I과II의세포(가)~(다)각각에 들어 있는 모든 염색체를 나타낸 것이다. (가)~(다) 중 1개는 I의 세포이며, 나머지 2개는 II의 세포이다. 이 동물의 성염색체는 암컷이 XX, 수컷이 XY이다. A는 a와 대립 유전자이고, ᄀ은 A와 a 중 하나이다.  이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이와 교차는 고려하지 않는다.)
ᄀ. ᄀ은 A이다. ᄂ. (나)는 II의 세포이다. ᄃ. I의 감수 2분열 중기 세포 1개당 염색 분체 수는 8이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에는 상동 염색체 쌍이 모두 크기와 모양이 같으므로 (가)는 암컷의 세포이다. (나)에는 상동 염색체 쌍 중 3쌍은 크기와 모양이 같고 한 쌍만이 서로 다르므로 크 기와 모양이 서로 다른 한 쌍의 염색체가 성염색체이며, (나)는 수컷이 세포이다. ",now()
624,202004,BIO,4,시한 내용이 옳은 학생만을 있는 대로 고른 것은? ,1,A,C,"A, B","B, C","A, B, C",1,A. 식물의 분열 조직에는 형성층과 생장점 등이 있다. ,now()
625,202004,BIO,5,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. 구간 I에 a가 들어 있는 세포가 있다. ᄂ. 구간 II에 b가 c로 응축되는 시기의 세포가 있다. ᄃ. 핵막을 갖는 세포의 수는 구간 II에서가 구간 I에서보다 많다.",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",4,"구간 I은 DNA 복제가 일어나기 전인 G기 세포이고, 구간 II는 DNA 복제가 일어 난 후인 G기 세포와 M기 세포이다. a는 히스톤 단백질, b는 풀어진 형태의 염색 사, c는 응축된 형태의 염색체이다.",now()
626,202004,BIO,6,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. a는 감염성 질병이다. ᄂ. ᄂ은 AIDS의 병원체이다. ᄃ. ᄀ과 ᄂ은 모두 단백질을 갖는다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"결핵의 병원체는 세균이고, 후천성 면역 결핍증(AIDS)의 병원체는 바이러스이다. ",now()
627,202004,BIO,7,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. ᄀ은 연합 뉴런이다. ᄂ. ᄂ은 후근을 통해 나온다. ᄃ. 이 반사의 조절 중추는 척수이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에서 H의 DNA 상대량이 4이므로 (가)는 감수 1분열 중기의 세포이다. H의 DNA 상대량이 4이고, t의 DNA 상대량이 2이므로 이 사람의 a에 대한 유전자형은 HHTt 이다.",now()
628,202004,BIO,8,"그림은 사람 몸에 있는 각 기관계의 통합적 작용을 나타낸 것이다. A와 B는 각각 소화계와 호흡계 중 하나이다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보기>
ᄀ. A는 호흡계이다. ᄃ. 글루카곤은 순환계를 통해 표적 기관으로 운반된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,혈중 항이뇨 호르몬 농도가 높을수록 오줌의 삼투압은 증가하고 단위 시간당 오줌 생 성량은 감소한다.,now()
629,202004,BIO,9,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. ᄀ은 보조 T 림프구이다. ᄂ. 구간 I에서 형질 세포로부터 항체가 생성되었다. ᄃ. 구간 II에는 X에 대한 기억 세포가 있다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,ᄀ. ᄀ은 감각 뉴런을 통해 들어온 정보를 통합하여 운동 뉴런에 명령을 전달하는 연합 뉴런이다.,now()
630,202004,BIO,10,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이는 고려하지 않는다.) 
<보 기> 
ᄀ. (가)는 갈색이다. ᄂ. ᄀ에는 유전자형이 BB인 개체가 있다. ᄃ. ᄂ에서 a의 개체와 b의 개체를 교배하여 자손(F2)을 
1 얻을때, 이자손의종자껍질색이황색일확률은 4 이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. O를 받아들이고, CO를 내보내는 기관계인 A는 호흡계이다.",now()
631,202004,BIO,11,"다음은 식물 세포의 세포 소기관에 대한 자료이다. (가)와 (나)는 각각 미토콘드리아와 엽록체 중 하나이다. 
◦ (가)에서 ᄀ 광합성이 일어난다. ◦(나)에서 ᄂ세포 호흡이 일어난다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
ᄀ. (가)는 엽록체이다. ᄂ. (나)에서 이화 작용이 일어난다. ᄃ. ᄀ과 ᄂ에서 모두 효소가 이용된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. 광합성이 일어나는 (가)는 엽록체이고, 세포 호흡이 일어나는 (나)는 미토콘드리아이다.",now()
632,202004,BIO,12,"표는생명체에있는물질의예를나타낸것이다. A와 B는 각각 탄수화물과 핵산 중 하나이다. 이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. A는 탄수화물이다. ᄂ. B의 기본 단위는 아미노산이다. ᄃ. 스테로이드는 지질의 예에 해당한다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,"과당과 엿당은 모두 탄수화물에 속하고, DNA와 RNA는 모두 핵산에 속한다. ",now()
633,202004,BIO,13,"그림은같은종인동물(2n=?)I과II의세포(가)~(다)각각에 들어 있는 모든 염색체를 나타낸 것이다. (가)~(다) 중 1개는 I의 세포이며, 나머지 2개는 II의 세포이다. 이 동물의 성염색체는 암컷이 XX, 수컷이 XY이다. A는 a와 대립 유전자이고, ᄀ은 A와 a 중 하나이다.  이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이와 교차는 고려하지 않는다.)
ᄀ. ᄀ은 A이다. ᄂ. (나)는 II의 세포이다. ᄃ. I의 감수 2분열 중기 세포 1개당 염색 분체 수는 8이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에는 상동 염색체 쌍이 모두 크기와 모양이 같으므로 (가)는 암컷의 세포이다. (나)에는 상동 염색체 쌍 중 3쌍은 크기와 모양이 같고 한 쌍만이 서로 다르므로 크 기와 모양이 서로 다른 한 쌍의 염색체가 성염색체이며, (나)는 수컷이 세포이다. ",now()
634,202004,BIO,14,시한 내용이 옳은 학생만을 있는 대로 고른 것은? ,1,A,C,"A, B","B, C","A, B, C",1,A. 식물의 분열 조직에는 형성층과 생장점 등이 있다. ,now()
635,202004,BIO,15,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. 구간 I에 a가 들어 있는 세포가 있다. ᄂ. 구간 II에 b가 c로 응축되는 시기의 세포가 있다. ᄃ. 핵막을 갖는 세포의 수는 구간 II에서가 구간 I에서보다 많다.",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",4,"구간 I은 DNA 복제가 일어나기 전인 G기 세포이고, 구간 II는 DNA 복제가 일어 난 후인 G기 세포와 M기 세포이다. a는 히스톤 단백질, b는 풀어진 형태의 염색 사, c는 응축된 형태의 염색체이다.",now()
636,202004,BIO,16,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. a는 감염성 질병이다. ᄂ. ᄂ은 AIDS의 병원체이다. ᄃ. ᄀ과 ᄂ은 모두 단백질을 갖는다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"결핵의 병원체는 세균이고, 후천성 면역 결핍증(AIDS)의 병원체는 바이러스이다. ",now()
637,202004,BIO,17,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?  <보 기> 
ᄀ. ᄀ은 연합 뉴런이다. ᄂ. ᄂ은 후근을 통해 나온다. ᄃ. 이 반사의 조절 중추는 척수이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",2,"(가)에서 H의 DNA 상대량이 4이므로 (가)는 감수 1분열 중기의 세포이다. H의 DNA 상대량이 4이고, t의 DNA 상대량이 2이므로 이 사람의 a에 대한 유전자형은 HHTt 이다.",now()
638,202004,BIO,18,"그림은 사람 몸에 있는 각 기관계의 통합적 작용을 나타낸 것이다. A와 B는 각각 소화계와 호흡계 중 하나이다. 
이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보기>
ᄀ. A는 호흡계이다. ᄃ. 글루카곤은 순환계를 통해 표적 기관으로 운반된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,혈중 항이뇨 호르몬 농도가 높을수록 오줌의 삼투압은 증가하고 단위 시간당 오줌 생 성량은 감소한다.,now()
639,202004,BIO,19,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. ᄀ은 보조 T 림프구이다. ᄂ. 구간 I에서 형질 세포로부터 항체가 생성되었다. ᄃ. 구간 II에는 X에 대한 기억 세포가 있다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,ᄀ. ᄀ은 감각 뉴런을 통해 들어온 정보를 통합하여 운동 뉴런에 명령을 전달하는 연합 뉴런이다.,now()
640,202004,BIO,20,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? (단, 돌연변이는 고려하지 않는다.) 
<보 기> 
ᄀ. (가)는 갈색이다. ᄂ. ᄀ에는 유전자형이 BB인 개체가 있다. ᄃ. ᄂ에서 a의 개체와 b의 개체를 교배하여 자손(F2)을 
1 얻을때, 이자손의종자껍질색이황색일확률은 4 이다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,"ᄀ. O를 받아들이고, CO를 내보내는 기관계인 A는 호흡계이다.",now()
641,202001,FOR,1,"다음은 토성 탐사선 카시니-하위헌스호에 대한 학생 A, B, C의 대화를 나타낸 것이다. 제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",1,A,B,"A, C","B, C","A, B, C",3,"A. 카시니-하위헌스호는 토성의 공전 궤도에 진입하기 전에 금성을 2회, 지구와 목성을 각각 1회 근접 비행하였다.",now()
642,202001,FOR,2,"(가) 설악산 울산바위 (나) 백령도 두무진 (다) 제주도 수월봉 이에 대한 설명으로 옳은 것은? ᄀ. (가)의 암석은 중생대에 생성되었다. ᄂ. (나)의 구성 암석 중 규암이 가장 많다. ᄃ. (다)에서는 화산 쇄설물이 쌓여 형성된 층리가 관찰된다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,ᄀ. 설악산 울산바위는 중생대에 지하 깊은 곳에서 생성된 화강암이다. ᄂ. (나)의 백령도 두무진을 구성하는 주요 암석은 규암이다.,now()
643,202001,FOR,3,"그림 (가), (나), (다)는 지하자원을 나타낸 것이다. 이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. (가)는 화석 연료에 해당한다. ᄂ. (나)는 퇴적 광상에서 산출된다. ᄃ. (다)에서 금속을 얻기 위해서는 제련 과정을 거쳐야 한다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",5,ᄀ. (가)의 석탄은 식물체가 지하에 매장되어 형성된 화석 연료에 해당한 다.,now()
644,202001,FOR,4,"토양 산성화에 대한 실험 내용 중 옳은 것은? ᄀ. 실험I의 (나)는 산성비에 의해 토양이 산성화되는 과정에 해당한다. 
ᄀ ᄂ. ᄂ 이다. 
ᄃ. 산성 토양에 석회 가루를 뿌리면 산성화 정도가 커진다 ",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",1,ᄀ. (나)에서 토양에 묽은 염산을 떨어뜨리는 과정은 산성비에 의해 토양 이 산성화되는 과정에 해당한다. ,now()
645,202001,FOR,5,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른것은? ᄀ. (가)에서 수자원 총량에 대한 총 이용량의 비율은 B가 A보다 크다. 
ᄂ. (나)에서 총 이용량은 바다로의 유실량보다 많다. ᄃ. (나)에서 손실량은 수자원 총량의  %보다 크다. ",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",1,"ᄀ. (가)에서 수자원 총량에 대한 총 이용량의 비율은 A가  ≒  
이고, B가  ≒이므로 B가 A보다 크다. 
",now()
646,202001,FOR,6,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. 지열 에너지는 A가 B보다 작다. ᄂ. 풍력 에너지 자원은 C가 D보다 적다. ᄃ. 지열 발전이 풍력 발전보다 생산 가능한 전력량을 더 정확하게 예측할 수 있다.",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",4,ᄂ. (나)에서 연간 평균 풍속은 C가 D보다 작으므로 풍력 에너지 자원은 C가 D보다 적다.,now()
647,202001,FOR,7,"이 자료에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ.  월의 평년 풍향 분포에 해당한다. ᄂ. 지역 A의 표층 해류의 방향과 북태평양 해류의 방향은 반대이다. ᄃ. 지역 B의 고기압은 해들리 순환의 하강으로 생성된다. ",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄱ, ㄷ",5,"ᄀ. 북반구에서 바람이 대체로 대륙에서 바다로 불고 있다. 따라서 이 자료는 북반구의 대륙에 고기압이 발달한 1월의 평년 풍향 분포에 해당한다. ᄃ. B의 고기압은 중위도 고압대인 30°S 지역에 발달해 있다. 따라서 해들리 순환의 하강으로 생성된 고기압이다. ",now()
648,202001,FOR,8,"지역 A, B, C에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?
<보 기> 
ᄀ. 판의 두께가 가장 얇은 곳은 B이다. ᄂ. 분출된 용암의 평균 점성은 B가 A보다 작다. ᄃ. 인접한 두 판의 밀도 차는 C가 B보다 작다. ",1,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3,"ᄀ. B는 새로운 해양판이 생성되어 발산하고 있는 지역이므로 판의 두께 가 A~C 중에서 가장 얇은 곳이다. ᄂ. A에서는 주로 안산암질 용암이 분출하고, B에서는 현무암질 용암이 분출한다. 따 라서 분출된 용암의 평균 점성은 B가 A보다 작다. ",now()
649,202001,FOR,9,"이에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은? 
<보 기> 
ᄀ. (나)는 ᄀ에 해당한다. ᄂ. 서태평양 적도 해역과 동태평양 적도 해역 사이의 해수면 
높이 차는 ᄀ이 ᄂ보다 크다. ᄃ. 동태평양 적도 부근 해역에서 구름양은 ᄀ이 ᄂ보다 많다. ",1,ㄱ,ㄴ,ㄷ,"ㄱ, ㄴ","ㄴ, ㄷ",2,"ᄀ 시기는 (동태평양 기압-서태평양 기압) > 0이므로 동에서 서로 부는 무역풍이 우세 한 라니냐 시기이고, ᄂ 시기는 이와 반대로 무역풍이 약해지는 엘니뇨 시기이다. ",now()
650,202001,FOR,10,"이에 대한 설명으로 옳지 않은 것은? (단, 방위각은 ° 간격이며, 북점을 기준으로 측정한다.) ",1,이날 북반구 중위도에서 A가 B보다 자오선을 나중에 통과한다. ,이날 하루 중 최대 고도는 B가 C보다 높다.,다음 날 낮의 길이는 길어진다.,태양의 방위각은 °이다. ,A는 출몰성이다.,3,"ᄀ. 태양 복사 100=(A+B)+E+H이고, 지구는 복사 평형 상태이므로 
 
 이다.",now()
651,202001,FOR,11,"다음은 토성 탐사선 카시니-하위헌스호에 대한 학생 A, B, C의 대화를 나타낸 것이다. 제시한 내용이 옳은 학생만을 있는 대로 고른 것은?",1,A,B,"A, C","B, C","A, B, C",3,"A. 카시니-하위헌스호는 토성의 공전 궤도에 진입하기 전에 금성을 2회, 지구와 목성을 각각 1회 근접 비행하였다.",now()
